name,cate_1,cate_2,cate_3,lon,lat,star_point,star_qty,review_txt,review_qty,cate_mix,naver_blog_need
28청춘호프포차,유흥주점,소주방/포장마차,음식점 > 술집,126.95607509999999,37.49522208,5.0,1.0,"2020. 06. 04. 목 강남에 피부과 갔다가 증사를 찍기 위해 10번 출구로 ㄱㄱ 폴라페이스 6.0 이마에 광이,,, ㅜㅜ 아쉽게 찍혔고만 하하 강남역10번출구 서울특별시 서초구 서초동 2번째 찍어보는데 이마에 광만 아니면 너무 만족이었다 에잇 ? 집에 있다가 종연이랑 데이트하러 ?‍♂️ 나와서 산책 ?‍♀️ 앉아서 쉬는데,, ? 만난 칭구들 ? 겸둥이가 발자국을 남겼네 ㅎㅎㅎㅎ 귀여워라 ㅎㅎㅎㅎ 이제 슬슬,, 배고파서 내려왔는데 응 난 밥 말고 술 헤 베이컨채소볶음 5.8 오뎅탕 5.8 안주 고르는 데 이렇게나 오래 걸릴 일인가,, 소주 4.0 이것저것 궁금해서,, 그냥 다 마시자 ? 28청춘호프포차 서울특별시 동작구 상도동 502-5 저렴해서 좋은 포차 간단한 안주에 ? 쨘쨘* 상호: 28청춘호프포차 * 메뉴명: 라면,계란말이 * 가격대: ₩4,800 ~ * 만족도: ★★★☆☆ * 양크기: ★★★☆☆ * 분위기: ★★★☆☆ * 서비스: ★★★☆☆ ※ 게시된 맛집에 대한 평가는 개인적인 평가이며 개개인의 입맛에 따라 평가가 달라짐을 알려드립니다. 메뉴판 계란말이 라면 28청춘호프포차 서울특별시 동작구 상도동 502-5숭실대입구역 3번 출구에서 도보3분 거리에 있는 바스켓칩스 맥주집에 다녀왔습니다!! 내부는 5팀 정도 들어가는 크기!! 아기자기하게 잘 꾸며놨네요(감성감성~) 바스켓칩스 메뉴판 바스켓칩스 메뉴판입니다. 정말 저렴하지 않나요?! 요즘같은 세상에 이정도 가격이면 ? 내부 분위기입니다. 친구 초상권^^ -기본안주- 저희는 키위맥주, 파인애플맥주, 허니버터맛칩스를 주문했습니다~(허니버터맛칩스 최고) 전체샷!! 앉아있다보니 대학생들이 정말 많이 오더군요 아마 숭실대학교 학생들이겠쥬?! ?총평? 몰라서 못오는 사람은 있어도 아는 사람은 계속 올 것 같은 느낌!! 사장님언니(?)도 너무 친절하시고 맛있고 분위기도 정말 좋습니다 ㅎㅎ 가볍게 한 잔 하고싶을때 추천!!! 바스켓칩스 서울특별시 동작구 상도동 48",4.0,유흥주점소주방 포장마차음식점   술집,
우슬재,한식,한식/백반/한정식,부동산 > 지명,126.9641764,37.50801622,4.0,4.0,"안녕하세요~ 오빠대리 입니다. 흑석동에서 남도 음식의 맛집 소개 합니다. 중앙대 맛집, 흑석역맛집 남도 음식 우슬재 입니다. 오빠대리가 적극적 추천합니다. 가족 단위나 모임으로도 좋습니다. 중대맛집, 흑석역 맛집 우슬재 안으로 들어 갔을때의 모습 입니다. 안쪽에 또 단체 손님을 받을수 있는 방이 하나 더 있습니다. 중앙대 맛집, 흑석역맛집 남도 음식 우슬재 의 메뉴판 입니다. ""저, 메뉴판 좀 주세요~ "" ""쪼기 있는게 메뉴판 입니다. ""아, ~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제가 굴을 너무 좋아 해서 사촌동생이랑, 조카랑 갔습니다. 흑석동 맛집 우슬재의 기본 안주 입니다. ""김치랑 , 양배추+멸치속젖 "" 두두두두~ 드디어 기대 하던 굴전이 나왔습니다. 와~아! 어마어마 하죠~사촌동생이 설명을 해 주는데요~ 저 굴우슬재 서울특별시 동작구 현충로 94 저장 관심 장소를 MY플레이스에 저장할 수 있어요. 팝업 닫기 '내 장소' 폴더에 저장했습니다. MY플레이스 가기 팝업 닫기 전화 상세보기 서울에 가면 친구가 맛집이라고 데리고 왔던 우슬재는 집에서 멀긴하지만 처음 방문하고 또 우슬재 가자고하면 먼거리임에도 불구하고 또 올수밖에 없는 진짜맛집이 아닐까싶어요 차가막혀서 조금 늦게 도착해서 반찬사진을 다 못찍었어요셀수도 없는 많은 반찬이 진짜 다 맛있어요밥 두공기는 그냥 먹을수 있어요이것저것먹는라 젓가락이 바빠서 안먹을것같은 평범한 시금치 무침도 진짜 달라요사장님 음식솜씨가 정말 좋으신거 같아요반찬 좀 사갔으면 좋겠어요 꼬막무침 우슬재 꼬막무침 진짜 예술이예요저희집도 국산만 쓰는데 참기름과 깨가 향부터가 달라요 무침을 계속두요즘 꼬막이 제철인데꼬막이 임산부한테 참 좋다면서요?안그래도 좋아하는데~티비 방송으로 보다가 급 꼬막무침이 먹고싶은거에요 ㅎㅎㅎ저희 동네에서 가까운 흑석동에우슬재라는 한정식집이 있어요~ 예전에 자주 방문했던곳인데생각나서 갔지요 ㅎㅎㅎ 식사류랑 안주류는 항상 똑같지만계절메뉴는 달라진다는거!!원하는 요리가 있으면이모님한테 가능한지 물어보셔도 되요 ㅎㅎㅎ그래서 좋은 우슬재~ 저희는 꼬막무침을 주문했어요~한접시에 35000원~맨만저 양배추쌈을 주시는 ㅎㅎ 그리고 곧 등장하신 꼬막무침!!!오동통한 꼬막살에 야채들이 가득!이래서 너무 좋아요 ㅎㅎㅎ이날 오전에 들어온 꼬막이라서 그런지더 싱싱한거같아요! 그리곤 곧 한상이 차려지는!!기본반찬들 장난아니죠 ㅎㅎㅎㅎㅎ메뉴 꼬막무침 하나 시켰는데이렇게한상 차림이 ㅎㅎㅎ 반찬 종",4.0,한식한식 백반 한정식부동산   지명,
스타벅스 숭실대입구역,커피점/카페,커피전문점/카페/다방,음식점 > 카페 > 커피전문점 > 스타벅스,126.9527047,37.4968682,4.1,14.0,"스타벅스 아이스 체리블라썸 루비 초콜릿 가격 칼로리 후기 퍼스널옵션 샷추가 무지방우유로 변경 커스텀 괜춘네요~ 이벤트별 3개도 챙겨챙겨유~ 진해 군항제도 취소가 되고... 아마도 여의도 벚꽃 축제도... 힘들겠죠??? 올해는 벚꽃 보기 힘들 것 같은데ᆢ 대신 스벅에서 봄을 느껴봤어요. #스타벅스 아이스 체리블라썸 루비 초콜릿 원래 스벅에선 아주 단 음료는 거의 마시지 않는 편, 라떼나 차이티라떼만 즐기기에 이벤트 음료는 거의 안마시지만, 그래도 겨울엔 다이어리 때문에, 봄 시즌 메뉴는 왠지 봄을 느끼고 싶어서 한 번쯤은 마셔주는데요. 특히나 짜라란~~ 핑크핑크~ 예쁜... 흐드러지게 핀 벚꽃 나무 한그루우~~ 맛은 그렇다 치고, 스벅 봄 신메뉴 음료 특히 #벚꽃 #체리블라썸- 나 블로그 끊어야 할까봐 진짜.. 내용 코딱지도 없는 글.. 이거 쓴다고 몇시간 동안 폰 뚱땅거리다가 자괴감 오심 작가님들 존경합니다 - 역전할머니맥주 노량진점 서울특별시 동작구 노량진동 117-24 노량진 역전할맥 생축 서비스 쏘스윗 안주는 쪼꼼쓰 짰어욤ㅠ 맥주는 넘나리 맛있었어욤?? - 짬뽕 배달 휘휘 다음날 해장용 쨈뽕.. 술 그만 먹어버려라 진짜.. - 가야 고기 퍽퍽해 미쳐버려.. 좋지도 않은 말인데 굳이 장소 태그는 안 할게여.. - 문커피 서울특별시 동작구 상도1동 428-5 문커피 좋아합니다 이 카페요 - 마라샹궈 언니들이 맹글어쥬심ㅎㅎ - 카프레제 샐러드 내가 맹긂ㅎㅎ스타벅스 아메리카노와 토스트, 숭실대 카페 스타벅스 여긴 진짜 매번 사람 터져나가는 곳 중 하나, 스타벅스 뭐 원래 사람 많지만 진짜 숭실대 스타벅스는 두개가 있어도 둘다 터져나가는 곳이예요. 특히나 스타벅스 숭실대입구역점이 더더더 심한 것 같구요? 이건 첨 주문해본 토스트? 빵인데 짭짤하니 맛있었던 빵- 그리고 아메리카노랑 조합이 넘나 좋구요? 노트북 하기 좋은 숭실대 카페 이긴 한데, 사람이 진짜 어마어마 하게 많은게 함정이랄까요-? 스타벅스 숭실대입구역점 서울특별시 동작구 상도로 354",10.0,커피점 카페커피전문점 카페 다방음식점   카페   커피전문점   스타벅스,
어부사시가,일식/수산물,갈치/생선구이,"음식점 > 한식 > 해물,생선",126.961625,37.50848038,1.0,2.0,"흑석동 밥집 어부사시가 중앙대 근처 중앙대병원 근방에 밥집이 많아요 오늘은 우리미용실 회식 날~~^^ 회식하면 보통 고기 회 곱창 먹잖아요? 저의는 집밥 먹으러 가요 ㅋㅋ 어부사시가 서울특별시 동작구 흑석동 182-5 #흑석동밥집 #어부사시가 #중대병원밥집 #중앙대혼밥 #중앙대맛집 메뉴판 완전 집밥 이죠 오징어 볶음,고등어 구이,갈치 조림,맥주 주문 아기자기 소품과 와~~ 직접 담그신 매실액 미역 :8000원 돌김:30.000원 파래김:15.000원 판매 합니다 식사 하기전 맥주 한잔 공유가 선전하는 테라( TERRA) 밑반찬 비듬나물,콩나물무침,계란찜,열무김치 다 맛있네욤... 오징어 볶음 소스에 밥비벼 먹으니 진짜 맛있어요. 오징어를 어쩜이리 잘 볶았집밥이 그립다면, 흑석역 ""어부사시가 "" 적극추천 오빠대리가 합니다. ""어부사시가""의 주요 메뉴입니다. 모든 식사류나 안주류 인심좋은 주인님이 섭섭지 않은 양으로 주시기 때문에 2~3명이 함께 먹을수 있어요ㅋㅋㅋ 저희 같은 경우는 3명이 가서 제육볶음 + 공기밥 2 시켜서저녁겸 소주 한잔 하기 딱 좋습니다. ㅋㅋㅋㅋ 요것은 고등어 조림입니다~고등어와 무우 ~ 아, 침고여~ 저 양념에 밥을 비벼서 먹어도 맛있어요~ 제육볶음이예요~양도 섭섭지 않게 나와요~ 1.5 인분 ㅋㅋㅋㅋㅋㅋㅋ 밑반찬은 4가지 나오고, 매일 같지는 않고 매일매일 조금씩 달라요~저는 저 미역줄거리가 너무 맛있어서 리필했었어요 어부사시가 서울특별시 동작구 흑석로 112 저장 관심 장소를 MY플레이스에 저장할 수 있어요. 팝업 닫기 '내 장소'흑석동 맛집, 어부사시가 중앙대 중앙대학병원 부근흑석동에 맛집이 있습니다!흑석동 포스팅은 맘모스 커피이후 처음이넹 여기는 흑석동 중앙대병원 정문 부근어부사시가 입니다고등어 구이 정식이 먹고 싶어서흑석역 갈때 몇번 봐서 ""그래!! 한번 가보자!!""해서 큰맘먹고 방문 했습니다 메뉴는 메인으로 이런 느낌!술도 한잔 할 수 있고~~반주에 딱 좋은 이 가게>.딱 내스타일이얌 ㅎㅎ우리는 먹고 싶었던 고등어구이와최애 찌개인 순두부찌개를 시켰어요 수다를 좀 떨다보니 밑반찬이 나오고 티비를 보다보니 순두부찌개가 나오고 고등어구이가 나오기 전순두부찌개를 크게 한술 떠보고떠보고 맛을 보니 감동을 받고(핵 맛있음..) 신나게 순두부찌개를 먹고 있더니궁금한 고등어구이가 짜라안!!!고등어 속 보이시나요..?겉은 바삭✨안은 촉촉진짜",3.0,"일식 수산물갈치 생선구이음식점   한식   해물,생선",
상도커피,한식,한식/백반/한정식,음식점 > 카페 > 커피전문점 > 이디야커피,126.95669840000002,37.49512847,4.0,8.0,"안녕하세요! 밍쥬입니다! 우리의 대배우님 이시언 배우님의 카페로 유명한 상도목장입니다! 지금은 다른분이 운영하시면서 상도커피로 바뀌었죠? 저 멋쟁이 아저씨 덕에 카페가 더 상큼해진 느낌 느낌이 정말 옛날 시골카페같은 느낌이에요 넘무 이뻐 ㅠㅠ 영상이 더 느낌 조하 휴ㅠ 소 너무 귀엽지 않나요..? 버스정거장 의자랑 새참나올것같은 테이블 할머니네 커튼 스타일 매장 내부에요! 메뉴.. 오늘도 한참 고르다가 시그니처 상도비엔나 먹을라다가 더워서 텁텁한 미숫가루 먹기 싫어 ㅠㅠ 시원한거 찾다가 딸기라떼!! 반대쪽 내부는 초큼더 자리가 있어요 오늘두 딸기라떼 먹으면서 3천원 벌었어요 히힛 트레이 너무 귀엽죠 ㅠㅠ아바디 서울특별시 동작구 상도로60길 2 1층 숭실대 맛집 - 평양냉면 맛집 아바디 바잉나나의 블로그 안녕하세요 잇님들! 요즘 그래도 1일1포스팅은 못해도,, 몇일에 1번은 포스팅 해보려고해요!ㅋㅋㅋ 뭔가 엄청 또 피곤한 월요일이네요 ㅋ 요즘 왜이렇게 피곤한지,, 그리고 왜이렇게 살이 많이찌는지,,ㅋㅋㅋ 많이 먹기는 하지만 확실히 나이가 들수록?살이 잘찌고 안빠지는듯해요 ㅋ 예전엔 좀 돌아다니면 다시 유지되고 했는데 요즘계속 누적 최고 몸무게 갱신중ㅋㅋㅋㅋㅋ 정신 차려야겠어요,,ㅋㅋ 전에 먹은 숭실대 평양냉면 맛집 - 아바디 저는 평양냉면을 별로 좋아하지는 않지만?ㅋ 그래도 유명하다니까 한번 가봤어요 ㅋ 조금 아쉬웠던 점은 백김치가 없고 무절임만 있었어요 ㅜ열무김치랑요 ㅋㅋ 사실 좋아하는 냉면은 아니기에안녕하세요~~ 그녀윤양 로즈윤입니다 :) 오늘 낮에 점심 먹고 이 곳 숭실대 카페에 들려 공부 조금 하고 오려고 방문했습니다. 음.. 수험생처럼 밤새도록 공부하는 건 아니지만 정말 틈틈이 공부하고 연습하고, 운동하고, 먹고 ㅋㅋㅋㅋㅋ 밤엔 블로그 해야 하고.. 하루가 꽉 차더라고요. 일단 제가 오늘 머리 식히면서 책 좀 보려고 온 숭실대 카페 상도커피 메뉴판이에요 :) 여기서 가~~장 마음에 드는 건 조각 케이크 가격이 통일이라는 점 ㅋ 그리고 추억의 와플이라는 와플 메뉴가 있다는 점이 좋았는데요. 아쉽게도... 밥을 너무 거하게 먹어서.. (이래서 다이어트가 안됨) 디저트는 일단 포기하고 메뉴를 정해요 레슨 하는 지역이 상도동, 산본동인데 요즘 연습실 끊어놔서 그런지 상도동에 거진 있네요. 아무튼.. 요즘",98.0,한식한식 백반 한정식음식점   카페   커피전문점   이디야커피,
신전떡볶이 숭실대점,제과제빵떡케익,떡/한과집,음식점 > 분식 > 떡볶이 > 신전떡볶이,126.9537767,37.495418,3.7,3.0,"안녕하세요! 리보입니다~ 오늘은 진짜 하루 종일 잔 거 같아요 ᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏ 어제 치맥을 너무 많이 먹었나 봐요. 오후까지 자다가 동대문 가서 옷 구경 쓰윽 하고 점심에 스테이크 먹고 좀 매운 게 당겨서 신전 떡볶이 먹고 왔네요. 신전 떡볶이 숭실대점! 신전떡볶이 숭실대점 서울특별시 동작구 상도로 372-3 요기도 집 앞이네요 헤헤 신전 떡볶이 기본 세트 B 중간 맛 시켰는데. . . 전 왜 이렇게 매운 건가요 지잉짜 쥬시쿨 없었으면 '-' 큰일날뻔용 그래도 매운데 맛은 있었어요~ 해장되는 느낌적인 느낌 느낌!!!!! 탱크는 안 맵다고 하면서 먹는데ᄏᄏᄏᄏ 땀 뻘뻘 콧물 훌쩍훌쩍 잉 안 매운 거안녕하세요 오늘 포스팅 할 곳은 신전떡볶이 숭실대점 입니다 저는 떡볶이를 진짜 좋아해서 일주일에 한 번 이상은 꼭 먹는데요 오늘은 신전에서 시켰어요 저희는 떡볶이 3개 오뎅튀김 2개 오징어튀김 2개를 시켰어요 (현금결제시 오뎅튀김 1인분 서비스) 신전 떡볶이를 즐기는 법 _? 숭실대점은 얼음이 있어서 좋아요 15500원 ( 쿨피스는 집에 있어서 안샀음) 집에 쿨피스까지 있어서 완벽한 조합 _! 제가 제일 좋아하는 조합입니다 ㅎㅎ 신전 특유의 후추 맛이 너무 좋아요 오뎅튀김 오징어튀김 떡은 밀떡이라 부드럽고 오징어튀김은 진짜 맛있어요! 너무 맛있어요 떡볶이는 역시 완벽합니다 ~ 잘먹었습니다 ~~ ✔️위치는 신전떡볶이 숭실대점 서울특별시 동작구 상도동 494-1 #숭실대입구맛집 #신전떡볶이 #신전떡볶이*내돈주고 사먹은 리뷰입니다* 대구 떡볶이로 유명한 신천할매떡볶이 !! 여기서 신천은 서울에 신천이 아닌 대구에 신천시장을 말해요 ㅎㅎ 처음 먹으면 무슨떡볶이가 이래??할수도 있는데 안먹으면 안먹었지 한번만 먹은사람은 없다는 신천할매떡볶이!! 이 신천할매떡볶이와 유사한 떡볶이를 파는 체인점들이 요즘 서울에도 많이 생겼죠?? 그중 대표적인게 바로 신전떡볶이 신떡!! 여기는 신전떡볶이 숭실대점 입니다 숭실대입구역 2번출구쪽에 있어요 ~ 깔끔깔끔 매장엔 손님이 별로없었는데 계속 배달의민족 주문이 띵동띵동 울리더라구요 ㅎ 떡볶이는 3,000원인데 밀떡이라 양이 꽤 많아요 ~~ 신전떡볶이는 떡볶이도 맛있지만 떡볶이 국물에 찍어먹는 사이드메뉴들이 별미기 때문에 2명이 먹는다면 떡볶이는 하나만 주문하고 사이드를 이것",8.0,제과제빵떡케익떡 한과집음식점   분식   떡볶이   신전떡볶이,
수주면옥,한식,냉면집,음식점 > 한식 > 냉면,126.96271840000001,37.50630044,-1.0,0.0,"안녕하세요 마크툽입니다 이번에 소개해 드릴집은 오장동 함흥냉면 왕갈비탕집에서 점심식사 메뉴로 고등어 조림 & 제육볶음 식사 메뉴 소개하려합니다 ~ 오장동함흥냉면 서울특별시 동작구 서달로12가길 11 흑석동 흑석동에는 중앙대학교와 중앙대학병원이 있어서 학생들을 위한 식당도 많고 카페도 정말 많고 가격대는 합리적이고 양이 많고 맛있는집이 정말 많더라구요 ! 테이블 벽쪽에는 수저통과 냅킨이 준비 되어 있구요 ! 반찬은 원하시는 만큼 가져다 드시면 되는 셀프 코너 입니다 ^^ 반찬이 9가지네요 ! 반찬만 가져다 먹어도 배부를거 같은... ㅎㅎ 이렇게 뷔페처럼 가져다 먹었습니다 밑반찬 맛이 좋더라구요 ^^ 콩나물무침, 오이김치,오이지무침, 버섯나물, 가지볶음, 장조림에 고추무침까지 ~ 드디어 나온 식사 ~ 저는안녕하세요~ #사팔대리운전 #18774488 이 소개하는 흑석동오장동함흥냉면 입니다. #흑석동맛집 #오장동함흥냉면 #왕갈비탕 #청국장 #만두국 #흑석동오장동함흥냉면 #비빔냉면 흑석동의 오장동함흥냉면의 찾아오시는 길입니다. 흑석시장 안에 있습니다. ㅋㅋㅋㅋ 오장동함흥냉면 서울특별시 동작구 서달로12가길 11 흑석동 흑석동 오장동 함흥냉면의 실내 2곳이 있고 , 밖에서도 먹을수 있어요 ㅋㅋㅋ 화장실은 가게 오른쪽으로 돌아서 가야 하니 조금 불편함을 감수하셔야 합니다. 저는 언니들과 함께 자주 갑니다 모두 냉면을 좋아라 하고, 이집 청국장이 또 그렇게 맛있습니다. 냉면은 주로 9~6시까지 한다고 합니다. 기계에서 냉면을 직접 뽑아서 해 주십니다. 다소 느릴수 있습니다. 언니들과 함께 가면 모두정말 간단한 리뷰 중앙대에서 괜찮은 냉면 드시고 싶으신 분들이라면 글 보시고 한번 방문하시면 좋을법한 그런 곳입니다. 혹시나 여기 냉면 어떤지 궁금한 분들을 위해 작성하는 글입니다. 오장동함흥냉면 서울특별시 동작구 서달로12가길 11 흑석동 다들 많이 한 번쯤 들어보셨을 그런 오장동 함흥냉면입니다. 중앙대 흑석시장 쪽에 위치해있어서 조금 낙후되지 않았을까 하고 생각되지만 전혀 그렇지 않고 내부도 깔끔하고 깨끗합니다. 저도 처음에는 시장하면 이미지가 안 좋았지만 그런 생각이 전혀 안 드는 곳이었습니다. 간단하게 메뉴부터 살펴보면 물냉면 7천 원 비빔냉면 8천 원 물 비빔 8500원 회 냉면 9천 원입니다. 다른 식사 메뉴들도 있지만 이곳은 냉면 위주이기 때문에 냉면만 보면 솔직히 조금",3.0,한식냉면집음식점   한식   냉면,
커리야 중앙대점,양식,정통양식/경양식,음식점 > 아시아음식 > 인도음식,126.96026670000002,37.50773858,3.7,11.0,"커리야 서울특별시 동작구 흑석동 189-4 매일 11:00 - 22:00 커리를 너무 좋아하는 저는 친구와 함께 커리집에 다녀왔어요 ఠ ͜ ఠ 흑석역에서 내려 중앙대 골목으로 들어가다보면 지하에 있는 커리야를 발견할 수 있어요 지하가 아닌 1층에서도 좌석이 있어서 음식을 먹을수 있지만 저희는 지하로 내려갔어요 이렇게 분위기 있는 커리집이 골목 안에 숨어있다니 얼른 커리가 먹고 싶어서 계단으로 내려갔어요 지하에는 위층보다는 더 넓은 자리가 마련되어 있고 주방이 한눈에 보였어요 커리야 메뉴판 1인 1 메뉴를 시키면 커리가 무제한으로 리필되는게 너무 좋았어요 ❥ 커리 종류도 다양하고 무슨 맛인지 알기 쉽게 아래 음식에 대한 설명이 적혀있어서 주문하는데 어렵지 않겠더라구요! 커리말고도 파스타와 치킨 종류도 있어서안녕하세요! 오늘은 중앙대학교 앞에 있는 커리야 후기를 올리겠습니다 흑석동 쪽에서 추천할 만한 맛집입니다!! 찾기 조금 어려운 곳에 있는데 쥬씨에서 조금 더 가다보면 골목길 안 쪽에 위치해 있습니다 가게 밖에는 쪼오금 지저분했지만 내부로 들어오면 깔끔하게 잘 해놨습니다 여기가 입구쪽인데 저는 여기서 먹어본 적은 한번도 없고 다 밑에 층에서 먹어봤었어요ㅋㅋㅋ 계단을 따라 내려오시면 식사할 수 있는 공간이 나옵니다 벽화가 눈에 띄는데 독특한 분위기죠 메뉴들을 보면 크게 이렇게 치킨/소고기/야채/시푸드/양 커리가 있어요! 입맛에 맞는 메인 재료를 먼저 선택하시면 될 거 같아요 제가 추천하는 메뉴는 팔락 비프 입니다 적당히 진하고 부드러운 커리였어요 하지만 여기 메뉴들은 전체적으로 크림 커리 느낌이라 메뉴마다 맛이#흑석맛집 #중앙대맛집 #중대맛집 #흑석역맛집 #흑석동맛집 #커리야 #인도음식 #인도커리 #난 #인도레스토랑 #커리리필 #카레집추천 #인도커리집추천 #흑석동맛집추천 [흑석동 맛집] 커리야 인도커리집 추천 커리야 서울특별시 동작구 흑석로 97-4 1층, B1층 전화번호 : 02-812-9991 영업시간 : 매일 11:00 - 22:00 이번주엔 드디어 흑석동에 있는 커리야에 다녀왔다. curry ya는 사실... 예전에 생겼을 때 가보려했는데 한번 대나무숲인가에 세제맛이 났다? 라는 글을 보고 안가게 됐던 곳이라 이제서야 간 곳이다. 내부로 들어가면 지하 1층에 커리야가 있는데 전에 레스토랑일때랑 인테리어가 별로 변한게 없는 것 같더라. 조명이 밝게 빛나는 계단을 내려가면. 아",40.0,양식정통양식 경양식음식점   아시아음식   인도음식,
발렌느,제과제빵떡케익,제과점,"음식점 > 간식 > 제과,베이커리",126.96618729999999,37.50408724,3.0,1.0,"흑석동 푸르지오 아파트 단지 1층에 위치한 빵집 발렌느 서울 동작구 흑석한강로 27 02-817-0775 발렌느 앙버터 밤식빵 비엔노노와샌드위치 르곤크로 오렌지레몬파운드 티라미수 발렌느 서울특별시 동작구 흑석한강로 27 흑석한강푸르지오푸르지오 아파트상가에 빵집이 있어요~거의 이동네 사람들만 조용히 이용하는곳 아담하고 조용한곳~ 테이블은 2개. 거의 빵을 사가는곳이라~ 발렌느 베이커리&카페 일본에서 공부를 하셨다하네요. 셰프였네요.동네빵집아저씨라 불렀는데슬쩍봐도 나보다 어린데 아저씨라니!!!주첵이야ㅠ 빵나오는시간-점심때가면 모든빵을 볼수있는데 오후부터는 다팔려 몇개가 없습니다 앙버터 스콘도있고 갈릭토스트 아주 건강한 빵들이 많아요.이집은 빵종류는 많은데 많이씩은 안 만들어요. 욕심안내고 소량만 정성드려 만드는것같아요. 울 애가 좋아하는 우유크림빵 살살 녹는다고 몇일째 사다 나르고있어요. . 크로아상에 치즈-좀 비싼데 크로와상이 커요. 쇼콜라오렌지.애들은 초코지. 처음엔 이 쇼콜라에 빠지더니 아침으로 먹긴 좀 달다고~ 지금은 우유크림빵을먹고이모가 가까이에 살아서 갈때 마다 이 곳을 찾는다. 흑석동 푸르지오 아파트 단지 1층에 위치한 발렌느~~~ 공간 자체가 좁아서 카페라기 보다는 빵을 사서 집에 가는 것이 좋을듯! 근데 나는 시간이 종종나면 앉아서 커피를 먹고간다. 커피 전문점이 아니라 커피는 무난하지만, 빵은...정말...맛나다! 나만알고 싶을정도로~~~ 발렌느 매장자체가 조금 좁다. 매장안에는 2개의 테이블만 있다. 나는 아침 일찍 가서 아무도 없었다. 중간중간 커피나 빵을 사러 오는 동네주민분들뿐..ㅎㅎㅎ 아침 9시반정도에 갔더니 갓 구어져 나온 빵들이 많았ㄷ ㅏ~~ 다 먹고싶다 ㅠㅠ 뭘먹지!!! 나는 여기서 스콘이랑 크로와상을 가장 좋아한다! 사실 다 맛있지만!!! 매일 아침 몇시에 어떤 빵이 나오는지 매장 앞에 적혀져있다. 양해를 구",4.0,"제과제빵떡케익제과점음식점   간식   제과,베이커리",
홍수계찜닭 중앙대점,닭/오리요리,찜닭전문점,"음식점 > 한식 > 육류,고기 > 닭요리",126.96040359999998,37.50602779,-1.0,0.0,"안녕하세요. 봄유입니다! 오늘 언니랑 같이 중앙대병원 지하에 있는 홍수계 찜닭에 갔다왔어요. 홍수계찜닭 중앙대점 서울특별시 동작구 흑석로 102 지하1층 B107호 전화 상세보기 여기는 안동찜닭 전문점이래요!전에도 한번 먹었었는데 너무 맛있어서 또 왔어요! 내부는 엄청 고급진 느낌이였어요! 안에 들어와보니까 안쪽에도 자리가 생각보다 많더라구요. 이렇게 깔끔한 음식점이 전 더 좋더라구요. 홍수계는 몸에 이로운 자연이 준 건강한 식재료만을 사용한다고 하니까 더 믿음직한거 같아요. 저희는 순살찜닭(27000), 치즈사리(3000), 공기밥(1000) 2개를 시켰어요. 메뉴를 시키고 나서 기본 반찬이 나왔어요! 한 7분정도..?? 기다렸더니 찜닭이 나왔어요!!! 치즈듬뿍 올려진 찜닭!!!정말 ㅠㅠ 찜닭하고 치즈에중앙대 홍수계찜닭 후기오빠랑 건강검진하러 아침부터 중앙대병원으로 고고띵 홍수계찜닭 중앙대점 서울특별시 동작구 흑석로 102 지하1층 B107호 전화 상세보기 검진을 받고 지하에 있는 홍수계찜닭 중앙대점으로 향했당 깔끔한 외관! 우리는 찜닭 소자와 밥 한공기 시켰다 ㅎㅎㅎ 맛있겠당 둘이서 푸짐하게 먹기에 딱 좋은 양이닭 찜닭이 당길 땐 중앙대 홍수계찜닭 ㄱㄱ 재빠르게 올리고 음료수 받장!인스타 삭제해서... 블로그로 올리느라 배고팠엉 후다닥 쓰느라 엄청 간단하다; ㅋㅋ 암튼 이벤트도 있는 맛집이었습니당",2.0,"닭 오리요리찜닭전문점음식점   한식   육류,고기   닭요리",
